id	entity	label	right
27841	丁二醇	nh	
5691	阿尔维斯看来	nh	
26321	越南本田	ni	
21577	320000model	nh	
30858	李君求	nh	
28375	艾莉亚·史塔克	nh	
1103	曲奇	ni	
7296	sm	ni	
4720	如意	nh	
5332	打弱队	ni	
278	锅巴	ni	
12280	港龙航空公司	ni	
5606	hakanaku	nh	
2049	齐欢	nh	
5560	天津源大	ni	
28195	何宇明	nh	
786	奇骏	ni	
19235	管齐	ni	
5338	卡拖	ni	
15251	莱比锡大学	ni	
3467	古达	ni	
23373	东风纳智捷	ni	
23012	陈宁	nh	
27993	毕竟公司	ni	
15883	香港电影评论学会	nh	
29455	俊美如斯	nh	
31132	海南电网公司	ni	
8659	林夕	ni	
5348	梁家辉	nh	
17967	迪巴拉	ni	
4116	塞尔吉奥	ni	
30835	施人诚	nh	
18648	青岛金邦cm附加费	ni	
997	白屏	ni	
10109	何云伟	ni	
17449	张峰	ni	
27538	上虞区人民大道	ni	
12804	王重阳	nh	
28726	赛维娜	nh	
21202	机主耿	nh	
7861	尼古拉	nh	
13653	欢瑞	nh	
10601	伊斯科	ni	
8250	北京沙宣美容美发学校	ni	
9386	诺埃尔	ni	
22957	三菱机公司	ni	
19212	中塔	ni	
13532	詹皇妙	nh	
21576	320000default	nh	
30636	苏定方	ni	
559	老铁	ni	
28423	袁牧	ni	
17934	吉尔伽美什	nh	
14824	梁后	ni	
5048	蛮克	ni	
699	沃尔沃	ni	
26485	亚利桑那大学	ni	
9462	契丹	ni	
14396	潘恩	ni	
29672	李晨洋	ni	
20921	瓦克恩	nh	
18021	杨辛，09	ni	
18766	四川八大	ni	
27344	王伦	ni	
25819	小阳	nh	
17154	江米	ni	
17385	云打印	ni	
8451	许氏	ni	
24074	中华鲟大脑	ni	
29839	Guoguang中学	ni	
29510	惠特尼·休斯顿	nh	
28008	曹彰	nh	
11895	六六镇	nh	
2479	佟亚丽	nh	
3890	孙红	ni	
3879	红队	ni	
28413	芬博格	ni	
20466	广州车展	ni	
21061	三菱重工业（上海）有限公司	ni	
16843	霍尔曼	ni	
11576	奥克兰依山傍海	nh	
7037	莎士比亚	ni	
25716	玛虞埃尔	ni	
24180	罗技雷蛇	ni	
18058	韩孟	nh	
24435	东风雪铁龙杯全国羽毛球男单	nh	
7336	张敬东	ni	
682	港版	ni	
14432	迪亚曼蒂	ni	
30641	晶弘	nh	
13994	马吉	nh	
25528	向塘镇政府	ni	
5432	诗诗	ni	
20670	小小罗	ni	
7864	王叔	ni	
1998	320Li	ni	
6545	尼禄	ni	
25913	深圳市红狸网络科技有限公司	ni	
9483	沈阳技师学院	ni	
24601	恒大威尼斯房屋质量	ni	
18364	潘家口长城	ni	
9696	程熙	ni	
22312	赵学敏	ni	
4641	阿隆·布鲁克斯	ni	
3747	吉米	nh	
18264	三菱富士重工	ni	
2278	黑岩	ni	
8612	唐纳德·A·诺曼	ni	
21724	沃尔沃旗舰车型	ni	
7061	庄凯勋	nh	
28858	林羽峰	nh	
7454	屈原屈原	nh	
883	迈瑞宝	ni	
6669	袁世凯	ni	
21658	张丹峰	ni	
13789	帕拉丁一觉	ni	
23025	爱康国宾体检中心	ni	
26795	戈伦	ni	
29272	紫玉	nh	
11992	张玉霞	nh	
8432	徐元文	ni	
1693	博世9	ni	
21699	东南菲律宾大学	ni	
25364	北京市财政局	ni	
7620	乌得勒支大学	ni	
8814	白草洼国家森林公园	ni	
26192	顾夕颜	ni	
8006	唐山/	ni	
14537	赵薇家	nh	
24855	泰安长城中学	ni	
29560	石青	ni	
12122	阿娅	ni	
12330	args	ni	
5040	詹拼	ni	
28180	马管	ni	
1819	华莱士	ni	
20811	毕竟宝	ni	
16024	阿哥阿妹	nh	
18326	奥迪双钻	ni	
28622	格林姆斯	ni	
28089	塔特林	ni	
1499	迈克尔·乔丹	ni	
8339	唐代宗	ni	
10692	OPPO客服中心	ni	
14961	阿历克斯·墨瑟	nh	
18703	迪翁	nh	
12350	马德拉斯	ni	
23106	北京皇家御园	ni	
27991	小帝姬白凤九	nh	
13780	宋祖儿	nh	
5818	孔帕尼	ni	
1025	全顺	ni	
24698	兰州交通大学	ni	
26360	纽詹特	nh	
15995	谁夫特	nh	
25923	英国剑桥大学卡文迪许实验室	ni	
2499	卡萨丁	ni	
6082	杰罗	nh	
17787	于公	ni	
10638	米银	ni	
268	Wi-Fi	ni	
27122	王力题独秀峰	nh	
23716	狼队	ni	
2100	保利尼奥	ni	
19436	万氏	ni	
28125	王华	nh	
246	王冕	ni	
9989	炫迈	ni	
12594	赵健因	nh	
8143	宁波中华	ni	
15829	高显存	ni	
15494	吴信辰	nh	
16990	姜维的	nh	
10937	张俞此刻	nh	
7488	孙嘉锴	ni	
14933	道格	ni	
22982	埃尔南德斯	nh	
931	弗兰	ni	
8767	貂蝉诸葛马可	ni	
17095	亚细亚	ni	
22991	李贾瑞特	nh	
29485	中国广东美	ni	
649	帝豪	ni	
12891	思燕	nh	
20846	潘基文	nh	
25031	司马徽	nh	
4386	泰伦卢	ni	
1725	小黑	ni	
17371	宁国公	ni	
16664	丰田克罗拉	ni	
939	王手下	ni	
22757	吉尔	ni	
27678	卢星	nh	
6749	拉塞尔·布兰德	nh	
30681	唐钰	nh	
14618	内蒙古伊利实业集团股份有限公司	ni	
3861	曼城队	ni	
10042	速8酒店北京首都机	ni	
4786	埃尔金·贝勒	nh	
11082	布莱曼	nh	
24759	奥德	ni	
1112	阿狸	ni	
23529	史蒂文森	ni	
28104	江淮经销商处	ni	
7673	朱彝尊	nh	
25991	伦敦东南	ni	
23964	史坦尼斯	nh	
1265	小众	ni	
21671	晓光	nh	
25208	德容	nh	
27521	邹平现代医院	ni	
7573	威廉·	ni	
26625	丁仰国	nh	
19125	叶青儿	nh	
18098	杨颖生	nh	
27864	关山大道	ni	
10259	梅兰	ni	
14759	严艺	nh	
13930	王浩	nh	
16874	东风风行为	ni	
21918	郑号锡	nh	
26444	王自成	ni	
19302	魏北	nh	
24020	王六神	ni	
14572	奥尼尼克	ni	
23580	莱汀	ni	
27634	赫米拉	ni	
29032	内蒙古蒙牛乳业(集团)股份有限公司	ni	
18953	迪瑞克斯	nh	
31019	霍利斯	ni	
11741	马朝	ni	
5950	布拉德利	ni	
1944	a4l	ni	
18030	曹鹏	nh	
3015	云图	ni	
17966	阿根廷足协	ni	
3825	谭妙妙	ni	
3007	诸葛	ni	
9105	中国医院	ni	
20337	福尼尔	ni	
6454	李耳·红	ni	
30313	夏安志杰	ni	
13630	小米性价比	ni	
5885	美国雪佛兰	ni	
11435	叶老	nh	
15625	张晓波	ni	
22165	斯科特·约翰逊	nh	
6818	凯迪	ni	
24984	广州黄埔军官学校	ni	
26756	所属一汽轿车股份有限公司	ni	
22256	步美	ni	
13651	广州XX队	ni	
11866	老福	ni	
10296	海信公司	ni	
962	灰熊	ni	
9183	德国宝沃汽车集团	ni	
18470	上海国金中心	ni	
6806	华为服务中心	ni	
24728	俊明	ni	
6967	张飞尘	ni	
1511	科尔	ni	
5061	爱迪尔	ni	
18385	杰娜	nh	
923	玄龙	ni	
10161	段郎	nh	
24448	沃尔沃卡车公司	ni	
30602	诺基亚地图	ni	
11597	大禹	ni	
9766	马七	nh	
27971	中华商标超市	ni	
21367	单蒸	ni	
28435	本英	ni	
1413	园公	ni	
14687	帕拉丁二	ni	
7781	驾龄	ni	
23639	麦克洛奇	nh	
13908	比亚迪车型外观	ni	
27325	李珂男	ni	
12156	特洛伊	ni	
14597	绛芸轩	nh	
20251	邓唱高音	ni	
25272	希尔德	ni	
17739	卢俊义	ni	
1074	润锦	ni	
5623	斯帅	ni	
22156	苍云	ni	
7275	帕克百分百	ni	
10171	詹詹姆斯	ni	
17350	汪佳捷	ni	
27260	杨颖背	nh	
12535	张一山大方	nh	
24457	尹毓恪	ni	
1245	塔防	ni	
5358	阮峰	nh	
22081	汤普森布克	ni	
12948	爱迪奥特曼	ni	
5782	蛤蚧	ni	
2633	佐尔纳	ni	
2755	救援队	nh	
5475	里奥·梅西	nh	
27316	美国国际贸易委员会	ni	
10376	国家汉办/孔子学院总部	ni	
156	java	ni	
6989	科黑	ni	
7725	帕特莱利	nh	
30563	朱进	nh	
1095	索兰托	ni	
10484	欧洲会计专家协会	ni	
16100	恒大球迷	ni	
16453	史湘云	ni	
31126	毕赣	nh	
22258	鑫鸿顺	ni	
11539	玛莎拉红	ni	
13122	伯纳乌	ni	
2868	access	ni	
8085	王祖蓝	nh	
27647	索内亚	nh	
13354	杭州余杭区星桥街道藕花洲大街	ni	
4293	贾瓦尔·麦基	ni	
10931	王自健	nh	
2922	安儿宝	ni	
21099	安徽财经大学	ni	
25261	张莉莉	ni	
29874	阿随君	ni	
28146	吴亚军	ni	
13142	徐静蕾	nh	
9949	北京鹏翼资产管理中心	ni	
7110	卡娜	ni	
28594	韩男团	ni	
29610	范小勤	nh	
9519	华泰汽车集团	ni	
9381	朱广沪	nh	
29976	南宁国际会展中心	ni	
30235	安叶礼	ni	
18167	布兰迪斯大学	ni	
11885	阿柯	nh	
13400	黄泉教	nh	
28415	詹姆斯·芬博格	nh	
548	姜子牙	ni	
22213	鲁卡	ni	
15239	三国志·诸葛亮	nh	
25519	秦峥	nh	
20278	乔丹科比詹姆斯	ni	
30103	玛尔戈	nh	
12104	田浩	ni	
19802	佩蒂特	ni	
3493	张雨绮	nh	
11250	清·陈忱	nh	
31071	rufusMiniToolPartitionWizard	ni	
20084	关杨洋	nh	
20777	乒超	ni	
3539	admin	ni	
624	缪斯	ni	
22403	孙洙	ni	
14164	车托	ni	
14989	伊巴卡皮尔斯	ni	
22617	丰田一汽	ni	
853	文斯卡特	ni	
1386	志颖	nh	
12763	詹姆士	ni	
11124	中央银行	ni	
22642	罗维拉	ni	
17136	苏宁电器集团	ni	
73	蝙蝠	ni	
16597	希莫尔	ni	
10525	中国天津全运会	ni	
15895	浦发银行信用卡中心	ni	
16355	上海警备区文工团	nh	
27224	萧景琰	nh	
25037	夏促	nh	
23112	唐塑	nh	
16656	美工业集团通用总公司	ni	
20287	王安卓	ni	
17285	楚君腾	ni	
6965	戚继光	ni	
10052	卡卡2	ni	
9320	江铃控股有限公司	ni	
8694	精刚	ni	
29572	昆仑仙菊基地	ni	
24967	方敏雅	nh	
4198	狄仁杰：李元芳李元芳	ni	
13379	王力	ni	
16596	布彻	ni	
19184	阿甘佐	ni	
3772	艺谋	ni	
9006	安东·莫夫	ni	
17766	迈克尔杰	nh	
5869	安佳	ni	
19084	ASX劲炫	ni	
1024	翼虎	ni	
25624	孙喜双	ni	
2726	邱吉尔	ni	
11975	张赫宣	ni	
17573	西南财经大学	ni	
16611	上海辛迪加影视有限公司	ni	
17613	徐珠贤	nh	
23349	小米5发布会	ni	
26451	现代奥林匹克运动	ni	
968	高文	ni	
4004	帕拉丁百分比	ni	
15243	小笨	nh	
2760	双龙	ni	
20217	华为下一代旗舰	ni	
8648	全国人大常委会	ni	
1754	张禄昌	ni	
18020	朱青生	ni	
3757	3500mAh	ni	
9907	阿圭罗	ni	
30225	时克	ni	
16605	威廉-范布雷达科尔夫	ni	
7071	小新	ni	
22637	美国索尼在线	ni	
15962	陕西师范大学	ni	
26765	肖恩坎普	nh	
10849	卡小罗	ni	
26580	保健英	nh	
14185	佐罗提	ni	
17594	李志妍	nh	
22664	艾娃	ni	
28885	中国泰尔实验室	ni	
22884	周公旦	ni	
17904	诺诺	nh	
26154	越南菜	ni	
26282	格林跳投	ni	
29703	艾根	ni	
14488	洛杉矶湖人官方	ni	
13977	三菱高校	ni	
710	辉瑞	ni	
24656	小宝那	ni	
24299	中国银行北京市分行	ni	
12315	文雁	nh	
3055	德高瓦顶	ni	
10309	香港东方队	ni	
12762	布鲁伊尔	nh	
17036	陈冠廷	ni	
6061	秦颂	nh	
29262	范进	nh	
2783	阿斯特拉	ni	
17796	小米6发布会	ni	
25778	斗士纳尔逊·曼德拉	nh	
2756	麦哥	nh	
3289	秦香莲	ni	
25613	拓跋弘	nh	
26741	克丝	ni	
24793	那逼	ni	
12374	中国海南省海口市秀英区周边	ni	
18576	美国明尼苏达大学	ni	
16046	国家版权局	nh	
1706	2009届市一中	ni	
29209	贝亲错	ni	
7623	老帕	ni	
23621	汤利·斯	nh	
6715	李永胜	nh	
30541	钱雷	ni	
8279	朗科	ni	
25640	古根海姆基金会	nh	
16017	Wristlockholdfollowedbymultipleshoulderblocks	ni	
26309	福建江夏学院	ni	
825	火箭队	ni	
20155	杜江扳	ni	
28549	亚当斯密	nh	
12256	俞飞鸿	ni	
23568	奇骏奇骏	ni	
26533	李昌钰	ni	
715	3G	ni	
18261	亚洲丰田	ni	
8216	江东孙策	ni	
28947	SM娱乐有限公司	ni	
27144	马援善	nh	
5624	阿三	ni	
7711	唐寅	ni	
13497	福建土楼	ni	
24229	刘明	ni	
16094	赵云白	nh	
17971	舆熙	ni	
13803	Gloria	nh	
22544	陈坪	nh	
2123	乔什	ni	
25745	凯迪拉克凯迪拉克	ni	
19999	傅玉斌	ni	
25872	田中真弓	ni	
25665	曹玉文	nh	
21005	罗马中央火车站	ni	
7735	韦神	ni	
552	亮屏	ni	
893	沃蓝达	ni	
21044	山西煤炭运销集团阳城大西煤业有限责任公司	ni	
12577	刘奶奶	nh	
25454	赵剑平	nh	
23215	丰田皇冠造型	ni	
22543	王瑞	nh	
19133	小工	ni	
10425	邋遢	ni	
724	子怡	nh	
26240	石臼	ni	
751	森海塞尔	ni	
6870	宾州州立大学	ni	
13867	胡歌赵丽颖邓超	nh	
19273	詹蜜	ni	
19484	梁实秋	nh	
12746	友友	ni	
20114	秋彦	nh	
21489	基克拉迪	nh	
24149	重庆东方鑫源控股有限公司	ni	
24432	河北队男双	nh	
26209	'\	ni	
2618	request	ni	
19725	卢快马	ni	
21287	北京研究所	ni	
3365	瑞哺恩	ni	
24556	德马尔	ni	
5344	大众官网	ni	
17825	林萃路	ni	
24504	别克凯越二手车2007款	ni	
17716	杨宏	ni	
992	求大神	ni	
12800	小航	ni	
23862	董哲	nh	
30674	王仪	nh	
25542	立耳	ni	
9119	努比亚公益基金会	ni	
4026	小前	ni	
2664	史汀	nh	
5589	陈柏霖	nh	
10830	小花多	ni	
13964	孙夜华	ni	
21412	宝马跑车二手车	ni	
12425	万达商业管理有限公司	ni	
4569	格瑞	ni	
13526	权五铉	ni	
1712	奥丁	ni	
14169	黄秋生	nh	
23575	陶短房	ni	
9195	advanced	ni	
27581	CAC（食品法典委员会	ni	
7378	利物浦足球俱乐部	ni	
30218	三星手机客服中心	ni	
20045	张建峰	nh	
29250	中国物流与采购联合会	ni	
5880	温斯顿·丘吉尔	ni	
8759	方差	ni	
25705	神龙公司成都工厂	ni	
21017	达宁	ni	
23815	巫启贤	nh	
4668	阿斯维尔	ni	
27663	罗门	ni	
12742	秦岚	nh	
30667	小米手机盒外裱纸	ni	
5300	流川枫	ni	
6729	阿提拉	ni	
18679	康永	nh	
14341	英利国际金融中心	ni	
30899	铃木北斗星	ni	
9998	王江泾/	nh	
25863	徐源泉	nh	
4234	一汽丰田上海经销商	ni	
17600	韩胜妍	nh	
5449	丰田埃尔法	ni	
7987	艾晴	ni	
24686	快杰	nh	
8589	长安铃木株洲津湘	ni	
14480	奥尼克西娅	ni	
28330	微软的	nh	
30849	刘信达	ni	
